#{"t_start": 1615678322.2314985, "env_id": null}
r,l,t,is_success,time
3243.177211,1,20.160329,False,500
3258.306033,1,47.204111,False,500
3226.560601,1,74.786372,False,500
40000,1,80.819226,True,102
3257.627932,1,108.100638,False,500
40000,1,114.154129,True,102
40000,1,130.265151,True,287
40000,1,136.277143,True,102
40000,1,142.321976,True,102
40000,1,161.437731,True,347
40000,1,181.376188,True,364
40000,1,187.350531,True,102
3243.415996,1,214.826192,False,500
3266.399116,1,242.135497,False,500
40000,1,248.071253,True,101
3256.270298,1,275.724536,False,500
40000,1,281.745847,True,102
3248.640011,1,304.306789,False,500
40000,1,328.868828,True,444
40000,1,340.706712,True,210
40000,1,346.66479,True,102
40000,1,352.689637,True,102
3256.185847,1,380.29197,False,500
40000,1,386.290698,True,102
40000,1,405.178146,True,340
40000,1,410.134908,True,111
40000,1,414.745034,True,102
40000,1,419.326711,True,102
40000,1,427.49183,True,193
40000,1,433.487981,True,101
40000,1,438.101447,True,102
3223.818254,1,458.458244,False,500
40000,1,464.524353,True,102
3234.916629,1,491.833298,False,500
40000,1,510.536951,True,337
3248.669857,1,538.080094,False,500
3259.702777,1,561.515136,False,500
40000,1,567.50554,True,102
3240.416667,1,595.336492,False,500
40000,1,601.332171,True,102
3232.758594,1,628.986101,False,500
40000,1,634.995843,True,102
3217.142553,1,662.525362,False,500
3228.058764,1,690.425968,False,500
3256.503127,1,718.756334,False,500
40000,1,724.75866,True,102
3216.583894,1,752.234983,False,500
40000,1,767.013852,True,359
3257.16439,1,794.347417,False,500
40000,1,801.519666,True,124
40000,1,807.504325,True,102
40000,1,813.673304,True,102
40000,1,819.819079,True,102
40000,1,826.710893,True,117
40000,1,831.321734,True,102
3243.621437,1,858.909281,False,500
3243.692719,1,886.793461,False,500
40000,1,892.865286,True,102
3247.250484,1,920.335709,False,500
40000,1,924.989532,True,102
40000,1,938.17428,True,320
40000,1,944.138179,True,102
40000,1,950.158466,True,102
3229.010974,1,977.267515,False,500
40000,1,995.320048,True,324
40000,1,999.935366,True,102
3203.422401,1,1027.655827,False,500
40000,1,1033.683225,True,102
40000,1,1042.0796,True,198
40000,1,1048.061916,True,102
3248.477476,1,1075.603891,False,500
40000,1,1081.547654,True,102
3220.675108,1,1109.144033,False,500
40000,1,1113.772661,True,102
40000,1,1129.169403,True,378
40000,1,1133.74787,True,102
40000,1,1139.599139,True,99
3240.935522,1,1159.95599,False,500
40000,1,1166.017988,True,102
3183.491,1,1193.501525,False,500
3245.176025,1,1221.026107,False,500
40000,1,1227.055845,True,102
40000,1,1233.036776,True,102
40000,1,1239.083465,True,102
3178.027665,1,1267.113645,False,500
40000,1,1278.062237,True,192
3260.693562,1,1298.40676,False,500
3248.777126,1,1326.320543,False,500
3226.126607,1,1353.880345,False,500
3233.1103,1,1374.209018,False,500
40000,1,1380.343058,True,102
40000,1,1393.312317,True,315
3231.485527,1,1413.950919,False,500
40000,1,1420.007554,True,102
3224.478411,1,1447.511754,False,500
3259.94618,1,1474.796243,False,500
3248.55495,1,1502.165552,False,500
40000,1,1508.205086,True,102
40000,1,1514.293002,True,102
40000,1,1520.368092,True,102
3239.065911,1,1547.775955,False,500
3249.269886,1,1575.140589,False,500
3225.6216,1,1598.404441,False,500
3259.777042,1,1618.859918,False,500
40000,1,1623.477031,True,102
3258.030601,1,1643.832637,False,500
40000,1,1649.893555,True,102
3000.21011,1,1678.129561,False,500
3244.214878,1,1705.499445,False,500
40000,1,1711.608026,True,102
40000,1,1722.538575,True,191
40000,1,1741.032451,True,329
3228.855313,1,1765.941393,False,500
3258.029235,1,1793.458142,False,500
3241.746638,1,1821.020903,False,500
3241.849528,1,1848.621149,False,500
3242.053064,1,1868.900453,False,500
40000,1,1874.974975,True,100
3256.919801,1,1902.863258,False,500
40000,1,1908.829833,True,102
2933.114437,1,1936.161341,False,500
3250.310326,1,1963.824852,False,500
40000,1,1968.439503,True,102
40000,1,1974.455658,True,102
3235.935964,1,2001.684109,False,500
3244.014845,1,2029.632861,False,500
3262.363239,1,2057.433466,False,500
40000,1,2063.510499,True,102
3162.370306,1,2091.05583,False,500
3230.036532,1,2118.988614,False,500
3234.401552,1,2146.921738,False,500
40000,1,2165.169645,True,324
3186.972069,1,2187.688399,False,500
40000,1,2201.160643,True,288
40000,1,2207.199428,True,102
40000,1,2213.459959,True,140
40000,1,2218.054323,True,102
3234.599496,1,2245.590371,False,500
40000,1,2262.167704,True,295
3249.321234,1,2289.644951,False,500
40000,1,2294.328355,True,101
40000,1,2301.57231,True,126
40000,1,2312.442724,True,193
3237.117738,1,2340.224473,False,500
40000,1,2356.665579,True,295
3230.947076,1,2384.441844,False,500
3257.027039,1,2412.21892,False,500
3258.782421,1,2434.441761,False,500
40000,1,2440.484515,True,102
3247.858458,1,2460.872343,False,500
3242.886665,1,2488.564103,False,500
40000,1,2494.56723,True,102
3197.011331,1,2521.975308,False,500
40000,1,2533.22173,True,197
40000,1,2537.893394,True,102
40000,1,2543.951185,True,102
40000,1,2548.643184,True,102
3252.233864,1,2569.25407,False,500
40000,1,2574.323538,True,112
3258.379406,1,2594.896373,False,500
40000,1,2601.002599,True,102
40000,1,2607.321441,True,142
40000,1,2618.568771,True,196
40000,1,2627.159705,True,149
40000,1,2631.8107,True,102
40000,1,2637.778759,True,102
3230.244631,1,2665.033417,False,500
3242.138978,1,2692.585359,False,500
40000,1,2698.641224,True,102
3224.709382,1,2726.247746,False,500
3255.692436,1,2753.866369,False,500
3262.302748,1,2781.353616,False,500
3229.341326,1,2801.646425,False,500
3227.16343,1,2821.993699,False,500
40000,1,2828.049488,True,102
40000,1,2834.146501,True,102
3239.875169,1,2861.608185,False,500
3260.726002,1,2889.121398,False,500
40000,1,2895.15478,True,102
3229.213314,1,2922.589678,False,500
3248.561144,1,2950.293035,False,500
40000,1,2956.305238,True,102
40000,1,2972.149282,True,343
40000,1,2980.218973,True,141
3227.038294,1,3007.755388,False,500
3235.966574,1,3035.352069,False,500
40000,1,3041.455681,True,102
40000,1,3064.146811,True,407
3240.308338,1,3092.019694,False,500
40000,1,3108.966796,True,302
40000,1,3120.2029,True,195
40000,1,3124.797868,True,102
40000,1,3140.512444,True,364
3246.071529,1,3168.34747,False,500
40000,1,3192.739333,True,439
3244.91437,1,3220.14366,False,500
40000,1,3231.164745,True,193
40000,1,3244.047685,True,309
40000,1,3248.671172,True,102
40000,1,3260.816475,True,212
3248.665524,1,3288.306345,False,500
40000,1,3294.266291,True,102
40000,1,3308.962515,True,356
40000,1,3327.557871,True,453
3246.233329,1,3355.321895,False,500
40000,1,3361.396762,True,102
40000,1,3367.384967,True,102
3247.639871,1,3394.945418,False,500
3256.304087,1,3422.579081,False,500
40000,1,3428.613079,True,102
3248.554844,1,3456.139953,False,500
40000,1,3462.134275,True,102
40000,1,3488.058035,True,469
3242.185993,1,3515.745971,False,500
40000,1,3520.357162,True,102
40000,1,3526.36776,True,102
3264.764283,1,3554.18136,False,500
40000,1,3569.472917,True,270
40000,1,3575.552232,True,102
40000,1,3580.144661,True,102
40000,1,3586.190264,True,102
3229.937621,1,3613.573309,False,500
3248.77296,1,3641.07123,False,500
3235.405488,1,3668.821526,False,500
40000,1,3674.994432,True,102
3267.173471,1,3702.340986,False,500
3259.169846,1,3729.853328,False,500
3258.371693,1,3757.320455,False,500
40000,1,3765.644217,True,195
40000,1,3771.701235,True,102
3255.007237,1,3799.508216,False,500
40000,1,3805.569151,True,102
3227.190281,1,3833.535815,False,500
40000,1,3852.09453,True,331
3027.798697,1,3879.909629,False,500
3238.284086,1,3900.712924,False,500
40000,1,3917.35591,True,299
3242.621704,1,3937.9107,False,500
40000,1,3943.847256,True,101
3253.609073,1,3971.828379,False,500
40000,1,3977.911132,True,102
40000,1,3995.109363,True,303
3261.602174,1,4015.748513,False,500
40000,1,4021.742253,True,102
40000,1,4041.740466,True,362
3249.302754,1,4069.545897,False,500
40000,1,4075.629494,True,102
3227.457534,1,4096.385617,False,500
3247.637444,1,4118.600728,False,500
40000,1,4124.596459,True,102
3262.537155,1,4146.603953,False,500
3260.959605,1,4174.235046,False,500
40000,1,4180.27106,True,102
40000,1,4184.946027,True,102
40000,1,4190.988478,True,102
40000,1,4197.033544,True,102
40000,1,4202.891071,True,100
40000,1,4208.925674,True,102
3021.553344,1,4236.830248,False,500
40000,1,4242.855569,True,102
40000,1,4249.611214,True,114
40000,1,4255.710149,True,102
3243.445107,1,4275.938119,False,500
3228.069816,1,4303.820617,False,500
3234.498251,1,4331.529788,False,500
40000,1,4337.520486,True,102
3236.386249,1,4365.188558,False,500
3235.093716,1,4385.594573,False,500
40000,1,4398.050638,True,298
40000,1,4410.648655,True,302
40000,1,4428.260582,True,313
40000,1,4434.305185,True,102
3258.492481,1,4462.283365,False,500
40000,1,4486.704841,True,445
40000,1,4505.225533,True,333
3236.030575,1,4525.911031,False,500
40000,1,4531.929031,True,102
3212.274214,1,4552.627875,False,500
3251.783522,1,4580.538207,False,500
3246.348481,1,4607.991407,False,500
3264.150013,1,4635.702748,False,500
40000,1,4641.915789,True,102
3267.458948,1,4669.815173,False,500
40000,1,4676.150734,True,108
3251.165779,1,4703.633452,False,500
40000,1,4709.097988,True,124
3236.820882,1,4736.467151,False,500
3239.312448,1,4764.079229,False,500
40000,1,4768.743038,True,102
3159.014781,1,4796.242223,False,500
40000,1,4800.919153,True,102
3248.621469,1,4821.172034,False,500
40000,1,4825.85317,True,102
3205.509268,1,4852.983847,False,500
3268.866338,1,4880.589982,False,500
40000,1,4899.823189,True,345
40000,1,4905.903961,True,102
40000,1,4926.668851,True,375
3238.553318,1,4954.032018,False,500
40000,1,4967.503144,True,320
3209.933221,1,4996.203549,False,500
3267.015651,1,5016.787921,False,500
40000,1,5022.803819,True,102
3229.485466,1,5050.124819,False,500
3249.169392,1,5077.680635,False,500
40000,1,5096.52754,True,339
3232.87275,1,5124.139529,False,500
40000,1,5130.138203,True,102
3229.521019,1,5157.662008,False,500
40000,1,5162.319999,True,102
40000,1,5168.450356,True,102
3250.959273,1,5188.948419,False,500
40000,1,5194.966267,True,102
3242.786886,1,5222.835036,False,500
40000,1,5239.552822,True,297
40000,1,5250.520778,True,195
40000,1,5255.103441,True,102
3243.303108,1,5282.735241,False,500
40000,1,5288.796758,True,102
40000,1,5294.847189,True,102
3251.728611,1,5322.583148,False,500
40000,1,5328.639881,True,102
3231.92486,1,5351.48279,False,500
3222.553665,1,5379.456951,False,500
3256.680884,1,5406.904612,False,500
40000,1,5412.943779,True,102
40000,1,5428.923348,True,284
3228.554819,1,5456.202242,False,500
40000,1,5461.067611,True,102
3230.601021,1,5488.438962,False,500
40000,1,5504.137053,True,365
40000,1,5519.00332,True,353
40000,1,5523.681046,True,100
40000,1,5529.815041,True,102
3242.71959,1,5557.569319,False,500
40000,1,5569.449433,True,207
3239.777775,1,5589.759633,False,500
40000,1,5595.711329,True,102
40000,1,5603.091155,True,128
3270.530728,1,5630.698727,False,500
40000,1,5637.792779,True,122
40000,1,5642.38573,True,102
40000,1,5646.954588,True,102
40000,1,5651.470048,True,100
3007.911119,1,5679.555177,False,500
3261.634401,1,5700.331552,False,500
40000,1,5706.341229,True,102
40000,1,5712.397279,True,102
40000,1,5718.561462,True,102
3257.460944,1,5746.095242,False,500
3248.553099,1,5766.484419,False,500
3264.618462,1,5794.189231,False,500
40000,1,5798.812801,True,102
3128.602489,1,5819.397207,False,500
40000,1,5824.060501,True,102
40000,1,5830.491575,True,111
40000,1,5850.817173,True,366
3243.603647,1,5871.861885,False,500
40000,1,5877.836446,True,102
40000,1,5882.408722,True,102
40000,1,5888.474509,True,102
40000,1,5894.455663,True,102
40000,1,5900.417728,True,102
40000,1,5906.514652,True,102
3254.222092,1,5934.63797,False,500
3245.712009,1,5962.467898,False,500
40000,1,5968.571043,True,102
3221.193324,1,5996.193721,False,500
40000,1,6002.271109,True,102
40000,1,6020.435245,True,324
40000,1,6036.214661,True,384
3238.736971,1,6063.495947,False,500
40000,1,6069.468395,True,101
40000,1,6074.047554,True,102
40000,1,6080.081757,True,103
40000,1,6095.979645,True,285
40000,1,6101.973842,True,102
3227.220018,1,6122.411427,False,500
3225.761043,1,6150.064272,False,500
40000,1,6156.085519,True,102
40000,1,6160.728617,True,102
40000,1,6166.76674,True,102
40000,1,6172.81292,True,102
3115.665867,1,6200.603762,False,500
40000,1,6205.32148,True,102
40000,1,6211.351085,True,102
3220.982726,1,6238.941385,False,500
40000,1,6243.627013,True,102
40000,1,6249.556123,True,102
40000,1,6255.527426,True,102
40000,1,6261.532508,True,102
40000,1,6267.616518,True,102
3248.196532,1,6295.224483,False,500
3225.144263,1,6315.491652,False,500
3258.226156,1,6342.802156,False,500
40000,1,6347.558554,True,102
3255.047587,1,6367.885124,False,500
3236.801961,1,6395.616484,False,500
40000,1,6400.213233,True,102
3238.86259,1,6420.506284,False,500
40000,1,6425.310908,True,107
40000,1,6431.710914,True,147
40000,1,6436.358025,True,102
40000,1,6442.914775,True,112
40000,1,6447.645455,True,102
3239.40084,1,6475.206637,False,500
40000,1,6495.557895,True,368
3229.034523,1,6515.795005,False,500
40000,1,6520.397075,True,102
40000,1,6524.937491,True,102
40000,1,6530.995667,True,102
3215.236285,1,6558.752253,False,500
3234.059009,1,6579.027008,False,500
40000,1,6583.678095,True,102
40000,1,6594.959982,True,198
40000,1,6601.014563,True,102
3220.650107,1,6624.88648,False,500
3229.13564,1,6652.198178,False,500
40000,1,6658.42473,True,104
40000,1,6664.429763,True,102
3236.780255,1,6688.773724,False,500
3253.193531,1,6709.438629,False,500
40000,1,6715.519802,True,102
3247.48849,1,6743.313061,False,500
40000,1,6749.378992,True,102
40000,1,6766.098558,True,295
3261.880167,1,6794.068703,False,500
3256.707303,1,6814.392357,False,500
3245.963884,1,6842.453322,False,500
40000,1,6847.126754,True,102
40000,1,6851.781752,True,102
40000,1,6857.949853,True,102
3240.55053,1,6878.363082,False,500
40000,1,6884.334524,True,102
40000,1,6895.129965,True,190
40000,1,6901.111762,True,102
3263.994931,1,6928.707075,False,500
40000,1,6933.334163,True,102
3254.918709,1,6961.054906,False,500
40000,1,6967.0988,True,102
40000,1,6984.315522,True,305
40000,1,6990.396818,True,102
3246.784239,1,7018.18226,False,500
3236.752679,1,7045.712767,False,500
40000,1,7050.299011,True,102
40000,1,7056.262873,True,102
3258.201406,1,7084.055941,False,500
40000,1,7088.702211,True,102
40000,1,7094.847401,True,104
40000,1,7100.791152,True,101
40000,1,7106.804098,True,102
40000,1,7111.494637,True,102
40000,1,7136.097277,True,441
3257.753505,1,7164.115469,False,500
40000,1,7168.664186,True,100
40000,1,7179.567522,True,193
3251.762096,1,7207.315624,False,500
40000,1,7213.39685,True,102
3239.837349,1,7241.236079,False,500
40000,1,7247.315077,True,102
3221.462063,1,7267.757519,False,500
40000,1,7273.713464,True,102
40000,1,7279.712172,True,102
3248.447954,1,7300.147466,False,500
3232.155058,1,7321.098773,False,500
3224.081564,1,7344.934452,False,500
40000,1,7357.286723,True,219
3244.656199,1,7377.881365,False,500
40000,1,7382.682001,True,102
40000,1,7388.713053,True,102
40000,1,7394.790476,True,102
3237.72456,1,7417.545602,False,500
3241.542264,1,7445.220526,False,500
3235.406578,1,7472.846933,False,500
3251.179039,1,7500.338405,False,500
3228.986333,1,7527.891633,False,500
3260.998394,1,7555.890462,False,500
3258.320881,1,7580.207816,False,500
3242.006853,1,7607.852126,False,500
3237.626676,1,7635.254939,False,500
3254.409801,1,7662.647962,False,500
3239.308576,1,7690.485087,False,500
40000,1,7701.27723,True,189
3241.56555,1,7722.00049,False,500
3243.921114,1,7749.946117,False,500
3262.653364,1,7777.503852,False,500
40000,1,7784.098099,True,113
40000,1,7790.199573,True,102
3229.453651,1,7817.811039,False,500
3265.69378,1,7838.339536,False,500
3245.574049,1,7859.14636,False,500
3214.84031,1,7887.224973,False,500
40000,1,7893.515474,True,102
3222.756202,1,7921.253327,False,500
3263.334365,1,7949.100334,False,500
3226.057648,1,7976.412036,False,500
3247.485308,1,8003.796946,False,500
40000,1,8022.137949,True,326
3256.57591,1,8050.125536,False,500
3249.329803,1,8077.882241,False,500
3241.902461,1,8105.642389,False,500
40000,1,8111.659319,True,102
40000,1,8130.669495,True,344
40000,1,8138.442059,True,135
40000,1,8144.54976,True,104
3232.591479,1,8172.018459,False,500
40000,1,8176.719889,True,102
40000,1,8182.758347,True,102
3260.455644,1,8210.112475,False,500
40000,1,8219.292867,True,161
40000,1,8225.307549,True,102
40000,1,8229.970684,True,102
40000,1,8236.01716,True,102
3234.236791,1,8263.693797,False,500
40000,1,8268.23232,True,100
3247.621844,1,8295.88687,False,500
40000,1,8301.974374,True,102
40000,1,8306.635518,True,102
3265.245561,1,8333.851135,False,500
40000,1,8339.844877,True,102
3243.261111,1,8367.406769,False,500
40000,1,8372.154094,True,102
3255.09731,1,8392.901932,False,500
3250.3241,1,8420.459201,False,500
40000,1,8439.946665,True,347
40000,1,8457.599913,True,317
3262.407653,1,8485.160157,False,500
3245.57363,1,8513.019354,False,500
40000,1,8530.244843,True,310
40000,1,8540.939963,True,189
40000,1,8546.971938,True,102
3253.122096,1,8574.588641,False,500
40000,1,8579.20856,True,102
40000,1,8585.204839,True,102
40000,1,8591.273232,True,102
3164.025817,1,8611.869267,False,500
40000,1,8616.639275,True,106
3227.360799,1,8644.274735,False,500
3245.858267,1,8671.951959,False,500
40000,1,8688.854409,True,297
3237.123292,1,8716.436514,False,500
3224.352275,1,8736.968298,False,500
40000,1,8743.047606,True,102
40000,1,8750.673005,True,131
40000,1,8755.341199,True,102
3232.563913,1,8782.595315,False,500
3255.196508,1,8809.909492,False,500
40000,1,8816.067193,True,102
3251.899727,1,8836.391135,False,500
40000,1,8840.986168,True,102
3256.650482,1,8868.142236,False,500
40000,1,8884.468871,True,294
40000,1,8897.621481,True,318
40000,1,8903.578535,True,102
3252.860511,1,8924.293784,False,500
40000,1,8944.862274,True,418
3222.913566,1,8972.258073,False,500
3260.034499,1,9000.08724,False,500
40000,1,9016.92781,True,302
3239.480956,1,9044.495192,False,500
40000,1,9060.473978,True,282
3257.969237,1,9080.761714,False,500
40000,1,9099.173797,True,330
3242.968834,1,9126.772614,False,500
3251.163374,1,9147.488545,False,500
3249.035581,1,9175.197693,False,500
40000,1,9181.355336,True,102
40000,1,9185.937686,True,102
3245.068857,1,9206.456517,False,500
40000,1,9227.055527,True,367
40000,1,9248.703513,True,388
3249.098597,1,9276.362499,False,500
3224.755205,1,9303.907247,False,500
3234.178361,1,9331.422558,False,500
3241.77152,1,9351.908824,False,500
40000,1,9356.99926,True,114
40000,1,9375.071595,True,443
40000,1,9379.70575,True,102
3215.295329,1,9400.233247,False,500
40000,1,9404.92317,True,102
40000,1,9410.902322,True,102
40000,1,9416.99014,True,102
3240.848003,1,9437.579357,False,500
3221.061876,1,9465.182079,False,500
3243.762499,1,9492.43395,False,500
3236.113999,1,9520.168379,False,500
3239.194863,1,9540.631935,False,500
40000,1,9545.290665,True,102
40000,1,9557.269312,True,283
3235.850869,1,9584.822036,False,500
40000,1,9591.97897,True,123
40000,1,9596.641726,True,102
3253.658632,1,9617.192221,False,500
40000,1,9635.938552,True,335
3176.299053,1,9656.700833,False,500
40000,1,9665.008235,True,192
3228.340962,1,9692.534864,False,500
40000,1,9698.510041,True,102
40000,1,9705.338648,True,118
40000,1,9716.428886,True,196
40000,1,9736.549445,True,361
40000,1,9741.245152,True,102
40000,1,9747.262755,True,103
3259.873364,1,9774.805373,False,500
40000,1,9780.801808,True,102
40000,1,9796.877839,True,293
40000,1,9816.666551,True,354
40000,1,9822.718857,True,102
40000,1,9827.299817,True,102
40000,1,9833.339957,True,102
3238.127792,1,9860.984017,False,500
40000,1,9879.437563,True,333
40000,1,9884.097439,True,102
3255.704532,1,9905.999934,False,500
40000,1,9910.582032,True,102
3232.003812,1,9938.007204,False,500
40000,1,9944.050223,True,102
3239.9961,1,9964.363891,False,500
3262.581642,1,9992.109111,False,500
40000,1,9998.098149,True,102
40000,1,10008.878492,True,190
3256.363861,1,10036.606835,False,500
3241.208799,1,10057.315475,False,500
40000,1,10063.2952,True,102
40000,1,10084.741517,True,388
40000,1,10089.420619,True,102
3252.313597,1,10117.199045,False,500
40000,1,10123.285656,True,102
40000,1,10129.328181,True,102
40000,1,10147.051219,True,315
40000,1,10153.161525,True,102
3253.769728,1,10180.683619,False,500
3248.995872,1,10208.368546,False,500
3262.880378,1,10228.986988,False,500
3258.148383,1,10256.569164,False,500
40000,1,10261.163519,True,102
40000,1,10267.183475,True,102
3221.43796,1,10294.68125,False,500
3252.793656,1,10322.177082,False,500
40000,1,10344.876567,True,410
40000,1,10350.959476,True,102
3231.806322,1,10378.769073,False,500
3258.97482,1,10406.28476,False,500
3246.580289,1,10433.776187,False,500
3253.361103,1,10454.381157,False,500
3252.440728,1,10482.069021,False,500
40000,1,10488.126307,True,102
40000,1,10494.135887,True,101
40000,1,10500.241717,True,102
40000,1,10520.249175,True,361
3232.267464,1,10548.003053,False,500
3251.967205,1,10575.812453,False,500
3235.540537,1,10603.396103,False,500
40000,1,10609.380816,True,102
3253.036816,1,10636.792084,False,500
40000,1,10641.436013,True,102
40000,1,10647.461124,True,102
40000,1,10653.42553,True,102
3253.698568,1,10681.351935,False,500
40000,1,10687.417493,True,102
40000,1,10698.407598,True,192
40000,1,10709.281435,True,191
40000,1,10715.228623,True,102
3235.838665,1,10735.454178,False,500
3234.559025,1,10763.263823,False,500
3244.44779,1,10790.865018,False,500
40000,1,10797.202213,True,108
2974.592437,1,10824.800714,False,500
3262.807484,1,10852.420275,False,500
3229.668759,1,10879.980029,False,500
40000,1,10886.02938,True,102
3268.110118,1,10913.963183,False,500
40000,1,10921.745466,True,135
40000,1,10928.850569,True,122
40000,1,10934.871252,True,102
40000,1,10959.211293,True,440
40000,1,10965.239064,True,102
40000,1,10988.056687,True,406
3237.933944,1,11015.870326,False,500
40000,1,11040.438163,True,444
3203.099866,1,11060.841124,False,500
3248.514238,1,11081.456016,False,500
40000,1,11087.476172,True,102
40000,1,11102.06129,True,348
40000,1,11106.693283,True,102
40000,1,11112.725231,True,102
40000,1,11118.671439,True,100
3248.963105,1,11139.36422,False,500
3233.349011,1,11160.365596,False,500
3264.775499,1,11187.949856,False,500
40000,1,11199.976869,True,212
3265.796525,1,11220.578013,False,500
40000,1,11226.566177,True,102
3237.38146,1,11250.75278,False,500
3248.352594,1,11278.700358,False,500
40000,1,11303.03353,True,442
40000,1,11309.098563,True,102
3160.310888,1,11336.503874,False,500
40000,1,11347.541028,True,194
40000,1,11360.471518,True,226
3265.420725,1,11388.364502,False,500
3248.94202,1,11415.944852,False,500
40000,1,11432.211312,True,293
40000,1,11436.81094,True,102
3250.941836,1,11464.716438,False,500
40000,1,11469.33812,True,102
3266.241643,1,11495.411379,False,500
3220.231743,1,11516.090357,False,500
40000,1,11522.221604,True,102
3234.495273,1,11550.029702,False,500
