#{"t_start": 1615678322.2314985, "env_id": null}
3233.794736,1,11577.961643,False,500
40000,1,11584.007734,True,102
3242.127628,1,11611.914367,False,500
3240.773479,1,11639.390528,False,500
3239.692192,1,11667.208004,False,500
40000,1,11683.273887,True,285
40000,1,11689.321236,True,102
3246.203599,1,11716.777452,False,500
40000,1,11723.118288,True,108
40000,1,11727.772543,True,102
3258.412109,1,11748.572908,False,500
3232.527887,1,11776.548105,False,500
40000,1,11782.637172,True,102
3245.346777,1,11810.101838,False,500
40000,1,11826.562535,True,292
40000,1,11845.13411,True,331
3242.638249,1,11868.753693,False,500
3233.676284,1,11889.033984,False,500
3237.752771,1,11916.747983,False,500
40000,1,11934.251066,True,310
40000,1,11939.071233,True,102
40000,1,11943.680051,True,102
40000,1,11948.345182,True,102
3263.541673,1,11975.948627,False,500
3252.703887,1,12003.364612,False,500
3224.506914,1,12031.197606,False,500
40000,1,12037.411681,True,102
40000,1,12043.401374,True,102
3244.506765,1,12070.858766,False,500
3251.37423,1,12098.775918,False,500
40000,1,12116.541434,True,320
40000,1,12121.973052,True,102
40000,1,12127.990673,True,102
3240.305238,1,12155.434515,False,500
40000,1,12161.538388,True,101
40000,1,12171.900622,True,181
40000,1,12177.982422,True,102
3260.595916,1,12205.667496,False,500
40000,1,12211.721171,True,102
40000,1,12218.171997,True,110
40000,1,12224.210413,True,102
40000,1,12230.183692,True,102
3239.825096,1,12257.586719,False,500
40000,1,12262.35548,True,102
40000,1,12268.330697,True,102
40000,1,12278.305313,True,174
40000,1,12284.271791,True,102
3264.613189,1,12311.929396,False,500
40000,1,12317.921964,True,102
40000,1,12323.892873,True,102
40000,1,12340.268653,True,294
40000,1,12346.381708,True,102
3186.461115,1,12374.349517,False,500
40000,1,12380.369834,True,102
40000,1,12387.105349,True,114
40000,1,12391.750473,True,102
3242.801605,1,12412.466859,False,500
40000,1,12420.893232,True,199
40000,1,12426.982643,True,102
40000,1,12433.756114,True,116
3252.556051,1,12461.653677,False,500
40000,1,12467.713966,True,102
40000,1,12473.756161,True,102
3177.796366,1,12501.760176,False,500
40000,1,12506.677272,True,102
3249.146833,1,12534.305649,False,500
3228.306249,1,12561.906836,False,500
40000,1,12585.497198,True,429
40000,1,12591.500416,True,102
3238.509102,1,12619.107036,False,500
40000,1,12638.250439,True,339
40000,1,12655.918275,True,319
3249.554289,1,12683.648606,False,500
3160.380441,1,12711.527593,False,500
40000,1,12730.251922,True,331
3231.739905,1,12757.95278,False,500
40000,1,12772.928783,True,356
40000,1,12779.798694,True,118
3242.126321,1,12807.084359,False,500
40000,1,12818.054398,True,195
40000,1,12836.438238,True,325
3251.426813,1,12856.876429,False,500
3249.037927,1,12884.609174,False,500
3262.11153,1,12912.450714,False,500
40000,1,12917.151948,True,102
40000,1,12923.133219,True,102
40000,1,12929.116439,True,102
3232.388178,1,12957.046358,False,500
40000,1,12963.118834,True,102
40000,1,12969.126477,True,102
40000,1,12975.097392,True,102
40000,1,12981.0868,True,101
3223.775981,1,13008.481376,False,500
40000,1,13014.55493,True,102
40000,1,13028.327336,True,321
3239.006929,1,13055.829722,False,500
3233.566289,1,13083.51115,False,500
40000,1,13103.314504,True,355
3260.982177,1,13130.804987,False,500
3239.73407,1,13158.504394,False,500
3256.073877,1,13186.349031,False,500
3242.939425,1,13213.771254,False,500
40000,1,13237.555764,True,432
3177.656526,1,13265.518412,False,500
3256.923339,1,13293.24965,False,500
3263.756936,1,13320.698253,False,500
40000,1,13326.699925,True,102
3236.119181,1,13354.173492,False,500
40000,1,13379.106715,True,450
3227.160622,1,13406.329933,False,500
3232.264698,1,13433.539615,False,500
40000,1,13439.557428,True,102
3246.721804,1,13467.430342,False,500
3224.251678,1,13494.79844,False,500
3240.920813,1,13515.225269,False,500
40000,1,13521.28012,True,102
40000,1,13526.035145,True,102
40000,1,13533.230474,True,123
40000,1,13539.287084,True,102
40000,1,13543.921824,True,102
3243.959165,1,13571.697857,False,500
40000,1,13583.099621,True,200
3257.79759,1,13611.047511,False,500
40000,1,13629.382203,True,327
3261.699173,1,13653.618348,False,500
40000,1,13659.7137,True,102
40000,1,13665.685229,True,102
3156.324007,1,13693.384316,False,500
40000,1,13714.948596,True,389
40000,1,13720.899806,True,101
3227.399851,1,13748.601547,False,500
40000,1,13754.709216,True,102
3246.455595,1,13775.403227,False,500
3231.983744,1,13795.956703,False,500
3247.484361,1,13816.619532,False,500
3258.701236,1,13836.953754,False,500
40000,1,13841.540939,True,102
40000,1,13847.536112,True,102
3220.055537,1,13875.158079,False,500
40000,1,13881.213952,True,102
40000,1,13887.21228,True,102
40000,1,13893.151332,True,100
3227.847903,1,13920.925582,False,500
40000,1,13932.280842,True,200
40000,1,13938.254898,True,102
40000,1,13944.449774,True,105
40000,1,13957.330623,True,308
40000,1,13963.454433,True,102
3239.412393,1,13984.002181,False,500
40000,1,13989.987176,True,102
40000,1,13996.02896,True,102
40000,1,14002.04594,True,102
40000,1,14007.99514,True,101
40000,1,14027.734637,True,449
3246.023115,1,14054.908406,False,500
3253.368844,1,14082.45478,False,500
3235.929012,1,14110.117124,False,500
3243.95287,1,14137.993844,False,500
40000,1,14154.850107,True,297
40000,1,14160.947919,True,102
3255.700081,1,14188.808465,False,500
40000,1,14193.474537,True,102
40000,1,14198.082965,True,102
40000,1,14213.786025,True,282
3235.11613,1,14241.484129,False,500
40000,1,14247.487261,True,102
3252.687716,1,14268.165612,False,500
40000,1,14272.799115,True,102
3242.087245,1,14300.353887,False,500
3233.005897,1,14328.029279,False,500
40000,1,14334.11979,True,102
3263.672493,1,14361.870948,False,500
40000,1,14367.978382,True,102
40000,1,14374.037383,True,102
40000,1,14380.105444,True,102
3233.154557,1,14407.694056,False,500
3254.676043,1,14435.190227,False,500
40000,1,14442.168104,True,121
40000,1,14453.327295,True,195
40000,1,14459.312688,True,102
40000,1,14465.281064,True,102
3242.573616,1,14493.16784,False,500
3266.277822,1,14521.031868,False,500
40000,1,14527.001298,True,100
40000,1,14547.590491,True,369
40000,1,14555.389222,True,135
3243.616981,1,14582.822725,False,500
40000,1,14602.160073,True,345
40000,1,14607.978366,True,131
40000,1,14620.574563,True,300
40000,1,14625.25717,True,102
40000,1,14631.302788,True,102
3022.233382,1,14659.460789,False,500
40000,1,14665.507844,True,102
40000,1,14671.594868,True,102
3259.404303,1,14699.465623,False,500
40000,1,14704.112309,True,102
40000,1,14710.058259,True,102
40000,1,14716.090745,True,102
40000,1,14722.745037,True,114
3249.061201,1,14750.391232,False,500
40000,1,14756.512727,True,102
3253.35473,1,14784.284727,False,500
40000,1,14796.132319,True,208
40000,1,14813.995087,True,324
3192.582747,1,14841.624218,False,500
40000,1,14847.653753,True,102
40000,1,14853.665358,True,102
40000,1,14859.657172,True,102
40000,1,14874.799207,True,370
40000,1,14880.76515,True,102
3255.058895,1,14901.296735,False,500
40000,1,14907.258699,True,102
40000,1,14925.903231,True,338
40000,1,14931.977526,True,102
3251.9823,1,14952.723619,False,500
40000,1,14957.329776,True,102
2875.203223,1,14985.794215,False,500
40000,1,14991.802733,True,102
40000,1,15005.202653,True,325
3254.252635,1,15032.78627,False,500
3259.229658,1,15060.65671,False,500
3259.46173,1,15081.238048,False,500
3240.068203,1,15109.311182,False,500
40000,1,15117.629022,True,191
40000,1,15140.780481,True,414
3252.84899,1,15161.378373,False,500
3237.072317,1,15181.950953,False,500
3267.460378,1,15209.679456,False,500
3225.554188,1,15229.931043,False,500
40000,1,15236.690649,True,114
40000,1,15256.654647,True,357
40000,1,15262.719073,True,102
3220.520026,1,15290.461743,False,500
3258.630723,1,15317.904413,False,500
40000,1,15322.613002,True,102
3238.718484,1,15343.313506,False,500
40000,1,15349.41017,True,102
40000,1,15354.103048,True,102
40000,1,15365.095901,True,191
3260.361543,1,15392.954683,False,500
3232.028019,1,15413.775725,False,500
40000,1,15419.770312,True,102
3251.17542,1,15447.29567,False,500
40000,1,15453.312567,True,102
40000,1,15459.244767,True,102
40000,1,15465.374544,True,102
3268.218699,1,15485.98198,False,500
40000,1,15491.961875,True,102
40000,1,15498.026606,True,102
3263.605478,1,15518.392283,False,500
3229.070491,1,15538.708507,False,500
3239.961822,1,15566.159873,False,500
40000,1,15572.25911,True,102
3225.510039,1,15599.712315,False,500
40000,1,15605.766922,True,102
40000,1,15612.336644,True,111
40000,1,15634.030511,True,390
40000,1,15640.11635,True,102
40000,1,15646.203805,True,102
40000,1,15652.985741,True,152
3017.360685,1,15680.798913,False,500
3243.518587,1,15708.479455,False,500
40000,1,15714.644428,True,102
2959.863369,1,15742.455356,False,500
40000,1,15761.519432,True,344
40000,1,15767.492779,True,102
3262.74458,1,15788.415817,False,500
40000,1,15794.505119,True,102
40000,1,15805.591228,True,196
40000,1,15811.597363,True,102
40000,1,15829.399568,True,315
40000,1,15850.049929,True,374
40000,1,15858.153438,True,147
40000,1,15878.504782,True,367
40000,1,15884.495533,True,102
40000,1,15902.31021,True,319
40000,1,15909.365924,True,120
3237.696842,1,15937.386383,False,500
3239.807708,1,15964.860265,False,500
3240.68931,1,15985.499941,False,500
40000,1,15991.55534,True,102
3230.087504,1,16019.387637,False,500
40000,1,16025.349167,True,101
3238.240898,1,16051.413228,False,500
40000,1,16058.106024,True,115
40000,1,16064.111636,True,102
40000,1,16070.250112,True,102
40000,1,16076.23207,True,102
40000,1,16098.916078,True,411
40000,1,16104.936495,True,102
3228.171629,1,16132.256555,False,500
40000,1,16138.356475,True,102
3256.858266,1,16166.043112,False,500
3225.916374,1,16193.810615,False,500
40000,1,16202.685143,True,208
40000,1,16208.654812,True,102
3244.253179,1,16236.276329,False,500
40000,1,16242.277546,True,102
40000,1,16248.282765,True,102
3244.218013,1,16275.741335,False,500
3257.60952,1,16303.172432,False,500
40000,1,16309.234685,True,102
3256.541572,1,16336.560927,False,500
40000,1,16341.243082,True,102
3248.32094,1,16368.902462,False,500
40000,1,16374.982065,True,102
3219.661057,1,16395.385924,False,500
3239.929546,1,16422.85448,False,500
40000,1,16427.560926,True,104
40000,1,16432.215281,True,102
3249.391778,1,16459.705781,False,500
40000,1,16465.800315,True,102
40000,1,16471.822994,True,101
40000,1,16476.474041,True,102
3206.69264,1,16496.962211,False,500
3249.538107,1,16521.247462,False,500
3234.371897,1,16548.59223,False,500
40000,1,16572.594752,True,437
40000,1,16578.678096,True,102
40000,1,16597.108765,True,331
40000,1,16614.994251,True,322
40000,1,16619.662433,True,102
3231.972883,1,16646.93939,False,500
40000,1,16651.539843,True,102
3242.370948,1,16679.100362,False,500
3261.493339,1,16706.860267,False,500
40000,1,16712.83411,True,102
40000,1,16717.473769,True,102
40000,1,16723.425224,True,102
40000,1,16729.506661,True,102
2986.29375,1,16757.657126,False,500
3238.652713,1,16785.445321,False,500
40000,1,16796.1533,True,187
40000,1,16802.221176,True,102
40000,1,16808.175105,True,102
40000,1,16814.252124,True,102
3236.01076,1,16842.134596,False,500
3218.429408,1,16869.788764,False,500
3249.587043,1,16897.310156,False,500
3227.785032,1,16925.302155,False,500
40000,1,16931.309838,True,102
40000,1,16937.288277,True,102
3246.734495,1,16964.748773,False,500
40000,1,16976.167462,True,270
40000,1,16982.257144,True,102
3245.142518,1,17002.80375,False,500
40000,1,17008.856215,True,102
40000,1,17015.031597,True,104
40000,1,17023.533491,True,200
40000,1,17029.491908,True,102
3257.485615,1,17057.23821,False,500
40000,1,17063.289827,True,102
3255.932042,1,17091.090975,False,500
40000,1,17097.137336,True,102
3248.398668,1,17124.807537,False,500
40000,1,17130.885645,True,102
40000,1,17136.888052,True,102
40000,1,17142.988693,True,102
3274.103387,1,17170.907983,False,500
40000,1,17176.90928,True,102
3217.349178,1,17204.56547,False,500
3253.874443,1,17232.297811,False,500
40000,1,17238.384663,True,102
3246.129186,1,17266.227826,False,500
40000,1,17289.691782,True,423
3245.126834,1,17317.282598,False,500
40000,1,17323.355397,True,102
40000,1,17329.737931,True,107
40000,1,17345.181111,True,373
3231.274225,1,17365.447624,False,500
3245.932626,1,17393.128628,False,500
40000,1,17399.161728,True,101
3234.995691,1,17427.014962,False,500
40000,1,17431.63311,True,102
40000,1,17436.230852,True,102
3237.603063,1,17463.886185,False,500
40000,1,17469.978109,True,102
40000,1,17484.438103,True,353
3225.920717,1,17505.359119,False,500
40000,1,17521.099853,True,277
40000,1,17527.146991,True,102
3249.266581,1,17555.001843,False,500
40000,1,17561.083703,True,102
40000,1,17567.14273,True,102
40000,1,17573.345756,True,102
40000,1,17577.929178,True,102
40000,1,17603.097796,True,452
40000,1,17609.170333,True,102
40000,1,17615.15051,True,102
3229.881239,1,17635.510875,False,500
40000,1,17641.549375,True,102
40000,1,17651.642661,True,196
40000,1,17657.761188,True,102
3226.527012,1,17678.220151,False,500
3265.41604,1,17706.172081,False,500
40000,1,17717.179726,True,195
40000,1,17723.178974,True,102
40000,1,17738.069896,True,356
3252.339469,1,17765.562613,False,500
40000,1,17770.201703,True,102
3246.883159,1,17790.6359,False,500
40000,1,17815.194738,True,444
40000,1,17837.226835,True,394
3232.686413,1,17857.856864,False,500
40000,1,17862.51829,True,102
3255.282972,1,17890.101396,False,500
3229.732446,1,17917.614267,False,500
40000,1,17923.668054,True,102
3244.373669,1,17951.143501,False,500
40000,1,17955.761503,True,102
3232.634815,1,17983.304133,False,500
3248.612193,1,18010.927752,False,500
40000,1,18017.371793,True,109
3254.164388,1,18045.147,False,500
40000,1,18052.14853,True,120
3235.188589,1,18079.636682,False,500
40000,1,18092.128357,True,302
40000,1,18098.106354,True,102
40000,1,18104.108895,True,102
3246.199873,1,18124.646137,False,500
40000,1,18132.811734,True,190
40000,1,18137.780102,True,102
40000,1,18145.196299,True,128
3265.081938,1,18165.870051,False,500
40000,1,18171.862521,True,102
3197.119198,1,18192.408064,False,500
40000,1,18197.053926,True,102
3251.247844,1,18224.5622,False,500
40000,1,18230.598169,True,102
3210.595374,1,18258.517882,False,500
40000,1,18263.212511,True,102
3248.998847,1,18283.982312,False,500
3236.420695,1,18304.80286,False,500
40000,1,18309.994989,True,115
40000,1,18316.088932,True,102
40000,1,18322.299917,True,102
3259.71826,1,18342.782294,False,500
40000,1,18348.796761,True,102
3233.576516,1,18369.403131,False,500
40000,1,18383.768148,True,284
40000,1,18389.747384,True,102
3244.762708,1,18416.440238,False,500
3245.365268,1,18443.937957,False,500
3258.552938,1,18464.362146,False,500
3242.857553,1,18492.177304,False,500
3271.485994,1,18519.853924,False,500
40000,1,18525.953303,True,102
3242.008653,1,18553.897927,False,500
40000,1,18560.005915,True,102
40000,1,18566.0848,True,102
3223.906939,1,18593.778771,False,500
40000,1,18600.820606,True,121
40000,1,18609.370189,True,145
40000,1,18615.356399,True,102
40000,1,18621.34108,True,102
3235.981114,1,18642.08437,False,500
40000,1,18648.128402,True,102
40000,1,18654.141473,True,102
3244.412435,1,18681.616031,False,500
40000,1,18687.84445,True,102
3214.539066,1,18715.189968,False,500
3230.167088,1,18742.862967,False,500
40000,1,18748.959291,True,102
40000,1,18766.169619,True,307
40000,1,18774.488623,True,193
40000,1,18782.87464,True,196
40000,1,18787.480695,True,102
40000,1,18803.050656,True,376
40000,1,18809.126025,True,102
3233.267655,1,18837.07928,False,500
3246.661518,1,18864.817856,False,500
3258.51257,1,18892.391896,False,500
40000,1,18898.428082,True,102
3250.483796,1,18925.784889,False,500
40000,1,18939.506003,True,327
40000,1,18955.911506,True,397
40000,1,18961.880421,True,102
40000,1,18969.101603,True,125
3174.286928,1,18997.172079,False,500
3223.482695,1,19024.824921,False,500
3260.535003,1,19052.394999,False,500
40000,1,19058.91056,True,126
3257.412343,1,19086.748762,False,500
40000,1,19106.338891,True,353
40000,1,19112.296036,True,102
3215.79686,1,19139.786493,False,500
40000,1,19144.404391,True,102
40000,1,19149.071099,True,102
3226.705703,1,19169.310984,False,500
3246.415724,1,19197.251642,False,500
40000,1,19203.408444,True,102
40000,1,19226.011049,True,411
40000,1,19232.083431,True,102
40000,1,19256.660404,True,439
3253.28484,1,19284.254214,False,500
40000,1,19290.32388,True,102
40000,1,19296.406292,True,102
3220.631432,1,19324.206081,False,500
3232.527647,1,19344.620994,False,500
3232.505194,1,19372.352537,False,500
40000,1,19389.418271,True,314
3262.438493,1,19417.217118,False,500
40000,1,19423.36068,True,102
3252.584465,1,19450.693082,False,500
3254.609016,1,19478.307374,False,500
40000,1,19495.38305,True,302
40000,1,19501.400282,True,102
3253.728038,1,19529.040982,False,500
40000,1,19540.515233,True,202
40000,1,19560.828578,True,361
40000,1,19565.50371,True,102
3237.251603,1,19591.394756,False,500
40000,1,19597.374391,True,102
40000,1,19602.016919,True,102
40000,1,19608.063093,True,139
40000,1,19614.120391,True,102
40000,1,19624.882583,True,189
3242.813112,1,19652.644742,False,500
40000,1,19658.720121,True,102
3252.218556,1,19686.549505,False,500
3241.082152,1,19714.510366,False,500
40000,1,19720.500409,True,102
40000,1,19732.699206,True,291
3230.917882,1,19753.310956,False,500
3250.627626,1,19777.757519,False,500
40000,1,19782.652112,True,102
3238.201064,1,19810.089965,False,500
40000,1,19816.074094,True,102
40000,1,19822.058852,True,102
3259.470332,1,19849.62946,False,500
3246.999731,1,19877.411345,False,500
40000,1,19882.099282,True,102
3246.060468,1,19902.27431,False,500
3242.965946,1,19930.204396,False,500
3254.273611,1,19957.719174,False,500
3240.878616,1,19982.072293,False,500
3251.872401,1,20002.781259,False,500
3270.88992,1,20023.230674,False,500
40000,1,20029.22279,True,102
3235.703311,1,20057.154984,False,500
3255.91778,1,20085.247018,False,500
40000,1,20091.237736,True,102
40000,1,20097.322827,True,102
40000,1,20103.398696,True,102
40000,1,20123.895249,True,364
3260.076324,1,20151.889435,False,500
40000,1,20157.866762,True,102
40000,1,20163.857557,True,102
40000,1,20170.353177,True,110
3248.448733,1,20197.839058,False,500
40000,1,20208.554203,True,188
40000,1,20213.211217,True,102
40000,1,20219.237106,True,102
3248.044117,1,20247.115288,False,500
40000,1,20264.127184,True,307
40000,1,20270.176013,True,102
3253.00881,1,20292.090265,False,500
40000,1,20314.960185,True,409
3231.935635,1,20342.750377,False,500
3265.230612,1,20370.229379,False,500
3252.573123,1,20397.384073,False,500
40000,1,20403.393756,True,102
3254.920522,1,20430.800333,False,500
3263.553923,1,20458.371687,False,500
40000,1,20464.395887,True,102
40000,1,20470.434489,True,102
40000,1,20491.091243,True,372
3242.288688,1,20518.784125,False,500
40000,1,20524.854299,True,102
40000,1,20530.882307,True,102
3255.990639,1,20558.626227,False,500
3243.438975,1,20586.126004,False,500
40000,1,20605.944516,True,354
40000,1,20614.057079,True,192
40000,1,20620.064578,True,102
40000,1,20625.979613,True,100
3267.004735,1,20653.64551,False,500
3258.117053,1,20674.395174,False,500
40000,1,20680.472994,True,102
40000,1,20691.86115,True,271
40000,1,20700.22864,True,196
3234.762553,1,20720.729428,False,500
40000,1,20736.830164,True,289
3224.177958,1,20764.119127,False,500
3249.321821,1,20791.552478,False,500
40000,1,20807.240926,True,281
40000,1,20832.398717,True,452
40000,1,20838.273997,True,99
3245.947802,1,20865.764324,False,500
40000,1,20870.473755,True,102
40000,1,20885.738495,True,372
40000,1,20901.356172,True,278
3234.386141,1,20928.999945,False,500
40000,1,20936.792373,True,180
40000,1,20942.777557,True,102
40000,1,20948.76231,True,102
3239.030662,1,20975.986993,False,500
3245.870618,1,21003.730527,False,500
40000,1,21009.757052,True,101
3257.051716,1,21037.6741,False,500
3232.225188,1,21065.442819,False,500
3248.344148,1,21093.14167,False,500
3237.892624,1,21120.717374,False,500
40000,1,21126.721924,True,102
3245.223687,1,21154.234765,False,500
40000,1,21160.301484,True,102
40000,1,21166.421876,True,102
40000,1,21180.359545,True,330
3201.723178,1,21200.633438,False,500
40000,1,21211.463848,True,189
3252.682084,1,21231.989056,False,500
40000,1,21243.075798,True,196
3245.942227,1,21263.820831,False,500
40000,1,21269.793749,True,102
40000,1,21284.31601,True,349
40000,1,21290.383939,True,102
2894.066397,1,21318.230039,False,500
3233.080634,1,21345.825528,False,500
40000,1,21364.203606,True,330
40000,1,21370.226405,True,102
40000,1,21387.118131,True,300
40000,1,21408.099224,True,375
40000,1,21414.097385,True,102
40000,1,21420.117358,True,102
40000,1,21424.833879,True,102
40000,1,21430.803537,True,102
3206.603879,1,21451.219226,False,500
3254.831836,1,21478.728246,False,500
40000,1,21484.747061,True,102
3245.908853,1,21512.399428,False,500
40000,1,21518.46327,True,102
40000,1,21536.561169,True,323
40000,1,21541.206263,True,102
40000,1,21552.886953,True,277
3253.095347,1,21576.155191,False,500
40000,1,21593.073845,True,301
40000,1,21599.304079,True,105
40000,1,21621.001455,True,388
3249.809301,1,21648.885309,False,500
3233.743142,1,21674.090243,False,500
3247.461415,1,21694.769492,False,500
3254.484251,1,21722.817695,False,500
40000,1,21733.716448,True,194
3244.28152,1,21761.015037,False,500
40000,1,21767.678748,True,114
3253.320184,1,21788.435296,False,500
3234.181902,1,21816.361368,False,500
40000,1,21827.306282,True,193
3257.042876,1,21854.84916,False,500
40000,1,21860.855533,True,102
3226.065994,1,21888.436836,False,500
40000,1,21896.967784,True,191
3231.426741,1,21924.267046,False,500
40000,1,21930.309896,True,102
3220.763455,1,21957.630662,False,500
40000,1,21962.315153,True,101
3229.297801,1,21990.021446,False,500
3257.843335,1,22017.960919,False,500
3251.664669,1,22038.258823,False,500
40000,1,22045.454544,True,124
40000,1,22050.031809,True,102
3187.671826,1,22078.007865,False,500
40000,1,22084.418293,True,108
2969.549138,1,22112.919543,False,500
3224.994514,1,22140.496217,False,500
40000,1,22146.490329,True,102
40000,1,22152.533202,True,102
40000,1,22168.833317,True,292
40000,1,22174.826046,True,102
3237.485099,1,22202.831365,False,500
40000,1,22218.945574,True,287
40000,1,22229.708658,True,189
40000,1,22245.364868,True,278
3255.616921,1,22272.627017,False,500
40000,1,22278.742078,True,102
3232.177636,1,22306.60059,False,500
3233.950713,1,22333.975771,False,500
40000,1,22342.224749,True,193
3252.262465,1,22370.019224,False,500
3235.562807,1,22397.86995,False,500
3229.431808,1,22425.504567,False,500
3229.48278,1,22453.273424,False,500
40000,1,22459.27536,True,102
40000,1,22465.243498,True,102
3243.711458,1,22492.659508,False,500
40000,1,22513.518334,True,378
40000,1,22519.468009,True,102
3238.650945,1,22540.150538,False,500
3258.250955,1,22568.122102,False,500
40000,1,22584.394336,True,291
3235.441552,1,22611.590977,False,500
3249.888907,1,22638.946665,False,500
40000,1,22644.959395,True,102
40000,1,22651.000505,True,102
40000,1,22655.70547,True,102
