#{"t_start": 1615678322.2314985, "env_id": null}
3242.528632,1,33792.671377,False,500
40000,1,33798.76553,True,102
3227.593847,1,33826.563039,False,500
3261.311113,1,33846.881536,False,500
40000,1,33852.878914,True,102
3224.453674,1,33880.631649,False,500
40000,1,33886.549509,True,99
2988.777073,1,33907.500436,False,500
3247.653879,1,33935.374142,False,500
40000,1,33941.463877,True,102
40000,1,33947.496161,True,102
40000,1,33954.024841,True,112
3236.305402,1,33981.452289,False,500
40000,1,33995.026017,True,321
40000,1,34001.018635,True,102
3230.014498,1,34021.521343,False,500
3227.753485,1,34048.924937,False,500
3252.877266,1,34069.587368,False,500
3235.314224,1,34090.016446,False,500
40000,1,34094.639607,True,102
3242.296445,1,34122.029542,False,500
40000,1,34133.032061,True,193
3242.977175,1,34160.708328,False,500
3214.642292,1,34188.351902,False,500
3225.247486,1,34215.884086,False,500
3250.936702,1,34243.866033,False,500
40000,1,34249.930261,True,102
3245.829382,1,34277.443102,False,500
3252.098296,1,34304.993915,False,500
40000,1,34309.608886,True,102
40000,1,34315.607805,True,101
40000,1,34321.625841,True,102
40000,1,34327.521168,True,99
40000,1,34333.562168,True,102
3226.200908,1,34361.380105,False,500
40000,1,34367.473285,True,102
3262.104684,1,34395.533329,False,500
40000,1,34400.120353,True,101
40000,1,34406.163237,True,102
40000,1,34410.823084,True,102
40000,1,34416.904773,True,102
3243.619608,1,34437.196582,False,500
3254.676185,1,34457.514294,False,500
40000,1,34462.118361,True,102
40000,1,34468.719646,True,114
40000,1,34473.331579,True,102
40000,1,34493.881442,True,372
3227.980231,1,34521.340779,False,500
3225.204612,1,34548.610331,False,500
40000,1,34565.931387,True,313
40000,1,34571.432701,True,102
40000,1,34577.423978,True,102
40000,1,34582.068655,True,102
3234.766151,1,34602.640596,False,500
3245.298587,1,34630.066807,False,500
3248.453311,1,34657.535872,False,500
40000,1,34663.642866,True,102
40000,1,34669.706249,True,102
40000,1,34675.752207,True,100
40000,1,34681.793828,True,102
3225.663859,1,34702.678274,False,500
40000,1,34719.775838,True,306
40000,1,34725.788504,True,102
3258.377914,1,34746.563493,False,500
40000,1,34770.268716,True,421
40000,1,34781.226543,True,193
3251.688224,1,34809.06018,False,500
40000,1,34814.078462,True,108
3225.084025,1,34842.146902,False,500
40000,1,34849.205214,True,120
40000,1,34855.25298,True,102
40000,1,34861.252387,True,102
2941.514996,1,34889.385973,False,500
40000,1,34895.389082,True,102
3244.409357,1,34923.009859,False,500
40000,1,34929.002873,True,102
3180.929228,1,34956.285089,False,500
40000,1,34962.495916,True,102
40000,1,34968.558548,True,102
40000,1,34974.645402,True,102
3241.343623,1,34995.150665,False,500
3258.75903,1,35022.955786,False,500
40000,1,35029.811722,True,116
40000,1,35035.913111,True,102
3259.072721,1,35063.449632,False,500
40000,1,35069.460202,True,102
3230.052463,1,35096.954497,False,500
40000,1,35102.975047,True,102
40000,1,35108.941234,True,102
3247.769355,1,35136.464315,False,500
40000,1,35142.501405,True,102
40000,1,35148.500788,True,102
40000,1,35153.171774,True,102
3245.929668,1,35180.731333,False,500
40000,1,35193.347589,True,296
3255.376319,1,35221.22019,False,500
40000,1,35227.265437,True,102
40000,1,35233.288304,True,102
3236.697037,1,35253.781157,False,500
40000,1,35275.475924,True,392
3219.259865,1,35303.158438,False,500
3249.719062,1,35331.149505,False,500
3254.478012,1,35358.996028,False,500
3238.365236,1,35386.613517,False,500
40000,1,35397.441501,True,189
40000,1,35403.511775,True,102
3230.876817,1,35424.120275,False,500
3241.494078,1,35451.821693,False,500
40000,1,35457.900945,True,102
40000,1,35463.942948,True,102
3227.835971,1,35491.687118,False,500
40000,1,35497.731244,True,102
40000,1,35503.708567,True,102
40000,1,35509.749666,True,102
40000,1,35515.775002,True,102
40000,1,35521.921789,True,102
40000,1,35528.110899,True,104
40000,1,35534.160181,True,102
40000,1,35538.775756,True,102
40000,1,35544.639598,True,131
3262.59105,1,35565.853572,False,500
3229.797437,1,35586.662912,False,500
40000,1,35591.350758,True,102
40000,1,35597.391337,True,102
40000,1,35603.377637,True,102
40000,1,35609.346772,True,102
40000,1,35614.900984,True,102
40000,1,35620.958095,True,102
40000,1,35629.24801,True,194
40000,1,35633.834932,True,102
3240.296347,1,35661.261581,False,500
3230.881413,1,35688.851056,False,500
3259.165952,1,35716.583024,False,500
3225.362934,1,35744.297479,False,500
40000,1,35750.31677,True,102
2984.106227,1,35778.119686,False,500
40000,1,35784.192081,True,102
40000,1,35797.960212,True,327
3254.073961,1,35825.47737,False,500
40000,1,35831.497733,True,102
40000,1,35836.200876,True,102
40000,1,35842.277982,True,102
40000,1,35857.430976,True,272
40000,1,35862.561834,True,102
40000,1,35868.532265,True,102
40000,1,35874.546771,True,102
40000,1,35885.487603,True,194
3249.716074,1,35912.957512,False,500
3238.547745,1,35940.485693,False,500
3253.104692,1,35968.123116,False,500
40000,1,35974.138752,True,102
40000,1,35982.55575,True,194
40000,1,35987.238229,True,102
2969.227879,1,36015.238761,False,500
3250.129727,1,36042.843915,False,500
40000,1,36063.341111,True,364
3228.951215,1,36090.875888,False,500
40000,1,36112.401668,True,388
3249.527069,1,36132.994767,False,500
40000,1,36138.627368,True,102
40000,1,36147.354899,True,196
3258.440312,1,36168.189418,False,500
3241.163294,1,36195.9024,False,500
40000,1,36202.000938,True,102
40000,1,36209.066287,True,122
40000,1,36215.116245,True,102
40000,1,36226.291418,True,196
40000,1,36237.212208,True,193
40000,1,36242.451453,True,115
3249.073349,1,36269.872221,False,500
3267.019047,1,36297.970256,False,500
40000,1,36304.045651,True,102
3254.925222,1,36332.193928,False,500
3239.798749,1,36359.620737,False,500
3250.547093,1,36387.344383,False,500
40000,1,36399.050344,True,205
40000,1,36405.122014,True,102
2999.413676,1,36432.9747,False,500
3239.319019,1,36460.631694,False,500
40000,1,36477.229607,True,298
3233.974782,1,36505.154995,False,500
40000,1,36527.835887,True,411
40000,1,36533.857447,True,102
40000,1,36539.889568,True,102
3230.273054,1,36567.193573,False,500
3226.145628,1,36594.732238,False,500
40000,1,36599.438324,True,102
40000,1,36605.473433,True,102
40000,1,36611.496972,True,102
3244.087571,1,36639.299625,False,500
40000,1,36645.39516,True,102
40000,1,36651.450322,True,102
3242.799738,1,36672.199334,False,500
3259.451619,1,36700.085443,False,500
3259.080842,1,36727.749281,False,500
40000,1,36733.82009,True,102
2994.116227,1,36761.864289,False,500
3229.528691,1,36789.429418,False,500
40000,1,36796.022406,True,112
3199.961432,1,36823.353331,False,500
3238.893534,1,36850.840233,False,500
40000,1,36856.78226,True,101
40000,1,36862.879907,True,102
40000,1,36874.378137,True,200
40000,1,36880.468647,True,102
3253.485699,1,36908.392743,False,500
40000,1,36930.158682,True,393
40000,1,36946.61127,True,297
40000,1,36951.205832,True,100
40000,1,36957.264513,True,102
3198.391966,1,36984.628468,False,500
3240.157266,1,37012.327437,False,500
3224.83392,1,37040.245929,False,500
40000,1,37044.88407,True,102
40000,1,37050.923514,True,102
40000,1,37057.006899,True,102
3215.781108,1,37084.610352,False,500
3233.495832,1,37112.510453,False,500
40000,1,37117.198148,True,102
3222.1323,1,37144.731321,False,500
3218.983539,1,37172.171404,False,500
3228.456916,1,37199.660985,False,500
3257.103947,1,37220.084637,False,500
3250.501454,1,37247.643129,False,500
40000,1,37253.66028,True,102
40000,1,37259.640613,True,102
40000,1,37264.281211,True,102
3237.286191,1,37285.098521,False,500
40000,1,37293.676387,True,199
40000,1,37298.335443,True,102
3222.349088,1,37325.922206,False,500
40000,1,37332.691151,True,116
3233.518493,1,37360.23892,False,500
40000,1,37376.542745,True,306
3250.098893,1,37403.893791,False,500
40000,1,37408.588494,True,102
40000,1,37414.571531,True,102
3216.228685,1,37442.113915,False,500
3229.391849,1,37469.46505,False,500
3244.729292,1,37497.579029,False,500
3246.784543,1,37525.000203,False,500
3240.837319,1,37552.880641,False,500
3241.189844,1,37580.607481,False,500
40000,1,37587.284384,True,113
3247.386698,1,37615.247306,False,500
3228.227326,1,37642.753182,False,500
40000,1,37648.832878,True,102
40000,1,37654.845201,True,102
40000,1,37660.808267,True,101
3240.59431,1,37688.443858,False,500
3233.533364,1,37715.840139,False,500
40000,1,37723.701047,True,137
3258.73365,1,37751.237441,False,500
3221.005054,1,37779.0411,False,500
3255.693298,1,37806.976732,False,500
3251.039435,1,37834.562593,False,500
40000,1,37839.270507,True,102
40000,1,37845.286875,True,102
40000,1,37852.330505,True,121
40000,1,37857.053918,True,102
3234.37617,1,37877.411293,False,500
3253.561089,1,37898.055413,False,500
3246.162959,1,37926.014887,False,500
3258.305018,1,37953.943698,False,500
40000,1,37960.094594,True,102
40000,1,37966.219097,True,102
40000,1,37972.242534,True,102
3222.916035,1,37999.840195,False,500
40000,1,38005.875249,True,102
40000,1,38014.313133,True,196
3227.293888,1,38035.149082,False,500
40000,1,38039.773415,True,102
40000,1,38059.895503,True,358
40000,1,38068.480574,True,197
2929.520092,1,38096.460208,False,500
40000,1,38103.446298,True,117
3254.573787,1,38124.045428,False,500
3267.520484,1,38151.691415,False,500
40000,1,38156.649561,True,102
40000,1,38161.314975,True,102
40000,1,38167.350774,True,102
40000,1,38184.149359,True,304
3225.133974,1,38211.961921,False,500
40000,1,38218.140837,True,102
40000,1,38222.799558,True,102
3236.30129,1,38250.178809,False,500
3248.884259,1,38270.453145,False,500
40000,1,38275.072389,True,102
40000,1,38280.869153,True,102
2906.7321,1,38301.4872,False,500
3252.776865,1,38321.954948,False,500
40000,1,38326.524456,True,102
40000,1,38343.107918,True,295
40000,1,38366.539343,True,421
3225.21799,1,38394.14203,False,500
40000,1,38400.562022,True,108
3260.403269,1,38428.264344,False,500
3258.237243,1,38448.930109,False,500
40000,1,38454.979815,True,102
3250.40416,1,38482.630106,False,500
40000,1,38488.737586,True,102
40000,1,38495.362396,True,111
3247.890303,1,38523.084474,False,500
3225.370102,1,38550.686019,False,500
40000,1,38556.789464,True,102
3235.226455,1,38584.15845,False,500
40000,1,38590.137406,True,102
40000,1,38594.778658,True,102
3232.940471,1,38622.291566,False,500
3255.161101,1,38649.668538,False,500
40000,1,38656.115323,True,110
40000,1,38662.309954,True,105
3002.361908,1,38683.230281,False,500
40000,1,38689.457167,True,102
40000,1,38695.467746,True,102
40000,1,38701.525422,True,102
40000,1,38707.283733,True,131
40000,1,38712.015492,True,102
3212.839003,1,38739.52796,False,500
3232.911415,1,38766.940191,False,500
40000,1,38772.968384,True,102
40000,1,38779.098216,True,104
40000,1,38783.854571,True,102
3210.567371,1,38811.670769,False,500
40000,1,38832.587836,True,380
3254.638212,1,38860.417573,False,500
3246.35515,1,38888.120407,False,500
3260.173254,1,38908.499694,False,500
40000,1,38919.316037,True,192
3250.243579,1,38946.722948,False,500
40000,1,38952.828548,True,102
3230.434081,1,38980.34954,False,500
3259.603036,1,39008.298486,False,500
3227.140501,1,39035.79694,False,500
3225.184859,1,39056.471423,False,500
40000,1,39073.749933,True,303
40000,1,39098.77694,True,454
40000,1,39104.795128,True,102
3247.360566,1,39132.262282,False,500
40000,1,39138.31063,True,102
40000,1,39156.851919,True,333
40000,1,39170.410955,True,326
40000,1,39175.030374,True,102
3253.85255,1,39195.353326,False,500
40000,1,39201.884001,True,110
40000,1,39206.519944,True,102
40000,1,39212.520756,True,102
3246.275651,1,39240.040172,False,500
3245.850579,1,39267.476837,False,500
40000,1,39273.495504,True,102
40000,1,39278.137697,True,102
40000,1,39285.561249,True,127
3259.411952,1,39313.32967,False,500
40000,1,39326.052401,True,302
3252.317437,1,39346.654123,False,500
40000,1,39365.380573,True,335
40000,1,39371.356921,True,102
3044.191119,1,39399.186621,False,500
40000,1,39416.735789,True,314
3238.059186,1,39437.267377,False,500
40000,1,39441.942166,True,102
3245.410096,1,39462.52343,False,500
40000,1,39468.583276,True,102
3256.00597,1,39496.653482,False,500
40000,1,39507.999592,True,199
40000,1,39513.908494,True,101
40000,1,39529.729655,True,284
40000,1,39537.023253,True,126
3270.699375,1,39557.825362,False,500
40000,1,39563.818613,True,102
3225.832172,1,39591.584012,False,500
40000,1,39596.504505,True,102
40000,1,39602.479797,True,102
40000,1,39610.626746,True,142
3230.733066,1,39638.409219,False,500
40000,1,39644.495671,True,102
40000,1,39656.362931,True,278
40000,1,39660.961259,True,102
40000,1,39666.925844,True,102
40000,1,39673.508067,True,111
3254.679132,1,39701.478322,False,500
3238.848206,1,39729.020412,False,500
3243.439822,1,39756.483267,False,500
40000,1,39761.148136,True,102
40000,1,39767.325458,True,102
3253.927762,1,39787.576329,False,500
3224.824245,1,39815.476289,False,500
40000,1,39833.659148,True,324
3250.787887,1,39861.109287,False,500
40000,1,39867.250759,True,102
3008.143438,1,39894.813733,False,500
40000,1,39900.764759,True,102
40000,1,39907.586135,True,115
40000,1,39926.052421,True,331
40000,1,39934.218868,True,143
40000,1,39940.326917,True,102
40000,1,39960.12277,True,354
3255.738306,1,39987.884856,False,500
3250.404385,1,40008.352329,False,500
40000,1,40014.449482,True,102
40000,1,40019.052732,True,102
3236.731812,1,40046.641757,False,500
40000,1,40053.836043,True,122
3150.531859,1,40074.512237,False,500
40000,1,40086.505895,True,288
3253.244946,1,40106.803991,False,500
3214.809532,1,40134.258367,False,500
40000,1,40140.362599,True,102
40000,1,40145.142124,True,102
40000,1,40150.988927,True,100
3178.445332,1,40178.948004,False,500
3257.445408,1,40199.872384,False,500
3250.876473,1,40220.187069,False,500
3226.188947,1,40248.230722,False,500
3222.85434,1,40275.973538,False,500
3244.76599,1,40297.410164,False,500
3237.785551,1,40324.780818,False,500
3237.847409,1,40346.480075,False,500
3231.713439,1,40367.311755,False,500
40000,1,40373.278949,True,100
40000,1,40381.246206,True,138
40000,1,40402.490216,True,387
3248.443193,1,40429.962891,False,500
40000,1,40446.232407,True,289
40000,1,40452.302549,True,102
3181.254266,1,40480.458727,False,500
3254.498204,1,40500.838749,False,500
3250.730905,1,40528.552336,False,500
3248.116201,1,40555.918064,False,500
3234.49929,1,40583.591645,False,500
40000,1,40594.964561,True,202
3254.980361,1,40622.576864,False,500
40000,1,40627.237396,True,102
3245.606761,1,40655.037436,False,500
40000,1,40659.684233,True,102
3242.517816,1,40687.445801,False,500
3269.341994,1,40715.370735,False,500
40000,1,40728.280785,True,308
40000,1,40740.294248,True,286
40000,1,40746.301392,True,102
40000,1,40752.506691,True,102
40000,1,40758.796014,True,106
40000,1,40764.89454,True,102
40000,1,40770.999986,True,102
3259.068943,1,40791.685632,False,500
3225.357653,1,40819.533478,False,500
40000,1,40825.760898,True,102
3267.579005,1,40853.736093,False,500
40000,1,40859.720339,True,102
40000,1,40874.548292,True,360
40000,1,40879.152178,True,102
3242.558003,1,40906.707879,False,500
40000,1,40912.922101,True,102
40000,1,40919.012461,True,102
40000,1,40925.244612,True,106
2922.283371,1,40952.73731,False,500
40000,1,40959.642165,True,119
40000,1,40970.333827,True,188
40000,1,40976.337258,True,102
40000,1,40982.457849,True,102
40000,1,41000.432406,True,322
40000,1,41005.048033,True,102
40000,1,41009.708367,True,102
40000,1,41015.687443,True,102
3259.622406,1,41036.097375,False,500
40000,1,41040.711877,True,102
40000,1,41046.665655,True,102
40000,1,41052.700358,True,102
3249.961202,1,41080.46175,False,500
40000,1,41091.570565,True,193
40000,1,41098.413107,True,117
40000,1,41105.735756,True,124
40000,1,41112.272427,True,112
3243.666606,1,41133.183489,False,500
40000,1,41139.16283,True,102
3232.242099,1,41167.056875,False,500
3240.098525,1,41194.873646,False,500
3234.980452,1,41222.098644,False,500
3244.503635,1,41249.875602,False,500
40000,1,41254.490277,True,102
3256.603035,1,41282.104787,False,500
3243.572303,1,41303.229235,False,500
40000,1,41310.098142,True,117
40000,1,41316.154417,True,102
3253.416574,1,41336.930618,False,500
40000,1,41343.042742,True,102
3227.3585,1,41370.911766,False,500
3243.037596,1,41398.517333,False,500
40000,1,41417.13884,True,335
3266.407543,1,41445.082282,False,500
3263.590655,1,41465.888133,False,500
3248.028398,1,41493.34039,False,500
40000,1,41499.428217,True,102
40000,1,41505.615786,True,102
3263.600509,1,41533.371196,False,500
40000,1,41539.384801,True,101
40000,1,41559.798989,True,366
40000,1,41568.109979,True,195
40000,1,41574.269449,True,102
40000,1,41580.265746,True,102
3229.717838,1,41608.189591,False,500
3225.071695,1,41632.66834,False,500
40000,1,41645.41758,True,307
3266.245112,1,41665.887171,False,500
40000,1,41670.514262,True,102
3231.803706,1,41691.15179,False,500
3227.194773,1,41718.977284,False,500
40000,1,41724.975552,True,102
3212.981073,1,41752.886143,False,500
3230.988807,1,41780.445119,False,500
3243.946982,1,41808.24221,False,500
40000,1,41814.235735,True,102
40000,1,41836.654046,True,408
40000,1,41842.615072,True,100
40000,1,41848.638589,True,102
40000,1,41869.037422,True,369
40000,1,41873.712698,True,102
2767.835149,1,41895.645235,False,500
3230.95718,1,41915.93846,False,500
40000,1,41921.861896,True,100
40000,1,41927.844153,True,102
40000,1,41933.928721,True,102
3239.306201,1,41961.744212,False,500
3233.048171,1,41989.316948,False,500
3260.321258,1,42009.836956,False,500
3260.498396,1,42030.602258,False,500
3238.638731,1,42057.820951,False,500
3239.840388,1,42078.408906,False,500
40000,1,42090.015193,True,273
40000,1,42095.963556,True,102
40000,1,42101.952376,True,102
3233.887705,1,42122.345363,False,500
40000,1,42128.421311,True,102
3234.125555,1,42155.939162,False,500
40000,1,42177.196151,True,383
3248.653475,1,42204.623913,False,500
40000,1,42218.075852,True,321
40000,1,42224.051455,True,102
3260.011344,1,42244.79238,False,500
40000,1,42262.795377,True,324
3257.321693,1,42290.28247,False,500
3264.559561,1,42317.991284,False,500
40000,1,42324.036254,True,102
3246.684823,1,42351.536088,False,500
3243.913072,1,42371.985924,False,500
40000,1,42391.251137,True,346
3229.290725,1,42419.013837,False,500
40000,1,42429.703566,True,187
40000,1,42435.832765,True,102
40000,1,42440.490961,True,102
40000,1,42446.729628,True,102
40000,1,42451.416347,True,102
40000,1,42457.451595,True,102
40000,1,42472.573542,True,270
40000,1,42483.337409,True,190
40000,1,42501.338716,True,440
3247.392935,1,42528.643795,False,500
40000,1,42541.495681,True,225
40000,1,42548.499036,True,119
40000,1,42553.177185,True,102
3132.351848,1,42573.948629,False,500
3255.820071,1,42601.411393,False,500
40000,1,42607.463756,True,102
40000,1,42613.496001,True,102
3004.272739,1,42641.5907,False,500
40000,1,42647.64839,True,102
40000,1,42653.66247,True,102
3242.84005,1,42674.856681,False,500
40000,1,42693.10956,True,446
40000,1,42697.71073,True,102
40000,1,42702.279956,True,101
40000,1,42708.411307,True,102
3235.666123,1,42729.391308,False,500
3259.884557,1,42757.03379,False,500
3238.37874,1,42784.559926,False,500
40000,1,42792.990525,True,196
40000,1,42810.856008,True,319
3261.405697,1,42838.492852,False,500
40000,1,42855.665346,True,307
3253.067247,1,42883.283553,False,500
40000,1,42889.288262,True,102
40000,1,42895.384113,True,102
3249.721836,1,42923.215297,False,500
3251.573243,1,42943.540171,False,500
40000,1,42949.609345,True,102
40000,1,42954.223546,True,102
3209.33583,1,42981.387079,False,500
40000,1,42987.398615,True,102
40000,1,42999.749495,True,296
40000,1,43004.333735,True,101
40000,1,43008.928912,True,102
40000,1,43014.292131,True,102
40000,1,43020.341934,True,102
40000,1,43026.364983,True,102
40000,1,43032.579041,True,102
40000,1,43038.596635,True,102
3239.242653,1,43066.221736,False,500
40000,1,43088.797081,True,406
40000,1,43094.814406,True,102
40000,1,43099.410461,True,102
40000,1,43110.47536,True,195
3242.523629,1,43138.314126,False,500
40000,1,43143.001081,True,102
40000,1,43159.223163,True,292
3260.623252,1,43186.686783,False,500
40000,1,43191.346483,True,102
3254.418489,1,43211.880124,False,500
40000,1,43220.775597,True,154
40000,1,43225.475634,True,102
40000,1,43230.182642,True,102
40000,1,43245.879005,True,281
3246.0072,1,43273.395585,False,500
3260.556103,1,43293.832566,False,500
3225.588125,1,43321.424707,False,500
3236.544693,1,43342.103579,False,500
3225.695027,1,43362.580277,False,500
40000,1,43368.626141,True,102
3243.235472,1,43396.414756,False,500
40000,1,43402.463816,True,102
40000,1,43408.452297,True,102
40000,1,43419.520091,True,196
3241.780151,1,43440.146252,False,500
40000,1,43459.694894,True,354
40000,1,43464.648184,True,101
40000,1,43470.977369,True,109
3230.282695,1,43498.514432,False,500
40000,1,43504.480626,True,102
40000,1,43510.474945,True,102
40000,1,43527.4557,True,305
40000,1,43533.484677,True,101
40000,1,43539.444242,True,101
40000,1,43563.567657,True,429
40000,1,43576.478019,True,306
40000,1,43581.085797,True,102
3240.758913,1,43608.463617,False,500
40000,1,43621.822993,True,316
3192.612536,1,43642.371628,False,500
40000,1,43648.451839,True,102
40000,1,43672.499223,True,431
40000,1,43684.6936,True,213
40000,1,43691.065755,True,107
3243.244411,1,43718.465348,False,500
3259.318914,1,43746.046777,False,500
3235.557441,1,43766.849001,False,500
40000,1,43772.9052,True,102
40000,1,43797.654871,True,444
40000,1,43803.686423,True,102
3257.02472,1,43831.434009,False,500
40000,1,43836.09238,True,102
3257.150888,1,43863.940876,False,500
40000,1,43868.632484,True,102
40000,1,43875.18758,True,112
40000,1,43881.301073,True,102
40000,1,43887.321121,True,102
40000,1,43902.838292,True,278
40000,1,43909.047186,True,105
40000,1,43920.002629,True,194
3257.797424,1,43947.609148,False,500
3250.783776,1,43975.218856,False,500
40000,1,43981.326908,True,102
40000,1,43986.055947,True,102
40000,1,43992.128058,True,102
40000,1,43996.777368,True,102
40000,1,44016.699889,True,359
40000,1,44022.749691,True,102
3259.829619,1,44051.275242,False,500
40000,1,44057.90253,True,102
3259.630443,1,44085.675044,False,500
3229.367661,1,44113.55219,False,500
40000,1,44119.698865,True,102
3242.95209,1,44147.714795,False,500
40000,1,44153.831512,True,102
40000,1,44159.899884,True,102
2981.274426,1,44188.187398,False,500
3242.918646,1,44216.133434,False,500
40000,1,44222.163507,True,102
40000,1,44228.162012,True,102
40000,1,44234.266116,True,102
40000,1,44240.299047,True,102
3260.024317,1,44267.883821,False,500
40000,1,44273.964194,True,102
40000,1,44280.052967,True,102
3226.605835,1,44307.710376,False,500
3252.050885,1,44335.251002,False,500
3247.276918,1,44355.83409,False,500
40000,1,44375.633235,True,350
40000,1,44380.359664,True,102
3255.414803,1,44408.622262,False,500
3247.209321,1,44429.500761,False,500
40000,1,44455.378437,True,465
40000,1,44460.550139,True,102
40000,1,44466.522873,True,102
40000,1,44481.091747,True,354
3239.036982,1,44508.859201,False,500
3257.436069,1,44536.704479,False,500
40000,1,44541.568218,True,102
